#node1	node2	node1_string_id	node2_string_id	homology	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CALM1	SCN2A	9606.ENSP00000499717	9606.ENSP00000490107	0	0.913	0	0	0.913
CALML4	CAMK4	9606.ENSP00000419081	9606.ENSP00000282356	0	0	0.650	0	0.650
CALML4	PPP3CC	9606.ENSP00000419081	9606.ENSP00000380878	0	0.050	0.650	0	0.653
CALML4	CAMK1D	9606.ENSP00000419081	9606.ENSP00000478874	0	0	0.650	0	0.650
CALML4	NOS1	9606.ENSP00000419081	9606.ENSP00000477999	0	0	0.900	0	0.900
CAMK2D	RASGRF2	9606.ENSP00000425824	9606.ENSP00000265080	0	0	0.400	0	0.400
CAMK2D	CAMK4	9606.ENSP00000425824	9606.ENSP00000282356	0	0	0.500	0	0.499
CAMK2D	GRIN2A	9606.ENSP00000425824	9606.ENSP00000332549	0	0	0.500	0	0.499
CAMK2D	ITPR3	9606.ENSP00000425824	9606.ENSP00000363435	0	0.440	0	0	0.440
CAMK2D	DLG3	9606.ENSP00000425824	9606.ENSP00000363480	0	0.042	0.400	0	0.400
CAMK2D	DLG2	9606.ENSP00000425824	9606.ENSP00000365272	0	0.042	0.400	0	0.400
CAPG	SLC2A2	9606.ENSP00000263867	9606.ENSP00000323568	0	0.425	0	0	0.424
CAPG	CAPZA3	9606.ENSP00000263867	9606.ENSP00000326238	0	0	0.540	0	0.540
CAPN2	CASP1	9606.ENSP00000295006	9606.ENSP00000433138	0	0	0.540	0	0.540
CAPZA3	DCTN5	9606.ENSP00000326238	9606.ENSP00000300087	0	0	0.500	0	0.499
CAPZA3	KLC1	9606.ENSP00000326238	9606.ENSP00000414982	0	0	0.500	0	0.499
CAPZA3	KIF3A	9606.ENSP00000326238	9606.ENSP00000385808	0	0	0.500	0	0.499
CARD14	MALT1	9606.ENSP00000498071	9606.ENSP00000497997	0	0.457	0	0	0.457
CASP1	VTN	9606.ENSP00000433138	9606.ENSP00000226218	0	0	0.540	0	0.540
CASP1	PYCARD	9606.ENSP00000433138	9606.ENSP00000247470	0	0.967	0.900	0	0.996
CASP1	IL37	9606.ENSP00000433138	9606.ENSP00000263326	0	0.292	0.700	0	0.778
CASP1	NLRP1	9606.ENSP00000433138	9606.ENSP00000460475	0	0.457	0.900	0	0.943
CBL	CFTR	9606.ENSP00000264033	9606.ENSP00000003084	0	0.457	0	0	0.457
CBL	FGF6	9606.ENSP00000264033	9606.ENSP00000228837	0	0	0.500	0	0.499
CBL	PIK3CA	9606.ENSP00000264033	9606.ENSP00000263967	0	0.482	0.500	0	0.729
CBL	PTEN	9606.ENSP00000264033	9606.ENSP00000361021	0	0.457	0	0	0.457
CBL	EPS8	9606.ENSP00000264033	9606.ENSP00000494689	0	0.468	0	0	0.468
CBL	ITSN1	9606.ENSP00000264033	9606.ENSP00000370719	0	0.457	0	0	0.457
CBL	IL6ST	9606.ENSP00000264033	9606.ENSP00000370698	0	0	0.500	0	0.499
CBL	SOCS2	9606.ENSP00000264033	9606.ENSP00000481249	0	0	0.500	0	0.499
CBL	GAB3	9606.ENSP00000264033	9606.ENSP00000399588	0	0	0.500	0	0.499
CBL	FGF2	9606.ENSP00000264033	9606.ENSP00000264498	0	0	0.500	0	0.499
CBL	FGF5	9606.ENSP00000264033	9606.ENSP00000311697	0	0	0.500	0	0.499
CBL	TGFA	9606.ENSP00000264033	9606.ENSP00000404131	0	0	0.500	0	0.499
CBL	FGF10	9606.ENSP00000264033	9606.ENSP00000264664	0	0	0.500	0	0.499
CBL	SLC6A3	9606.ENSP00000264033	9606.ENSP00000270349	0	0	0.540	0	0.540
CBL	ERBB4	9606.ENSP00000264033	9606.ENSP00000342235	0	0.497	0	0	0.497
CBL	FGFR3	9606.ENSP00000264033	9606.ENSP00000339824	0	0	0.650	0	0.650
CBL	CD5	9606.ENSP00000264033	9606.ENSP00000342681	0	0.457	0	0	0.457
CBL	MST1R	9606.ENSP00000264033	9606.ENSP00000296474	0	0.726	0	0	0.726
CBL	LRIG1	9606.ENSP00000264033	9606.ENSP00000273261	0	0.292	0.500	0	0.630
CBL	UBASH3B	9606.ENSP00000264033	9606.ENSP00000284273	0	0.457	0	0	0.457
CBL	LCK	9606.ENSP00000264033	9606.ENSP00000477713	0	0.457	0.500	0	0.716
CBL	TGFBR2	9606.ENSP00000264033	9606.ENSP00000351905	0	0.457	0.900	0	0.943
CBL	SYK	9606.ENSP00000264033	9606.ENSP00000364898	0	0.618	0.500	0	0.800
CBL	ZAP70	9606.ENSP00000264033	9606.ENSP00000264972	0	0.960	0	0	0.960
CBL	RAPGEF1	9606.ENSP00000264033	9606.ENSP00000361264	0	0.457	0.900	0	0.943
CBL	CRKL	9606.ENSP00000264033	9606.ENSP00000346300	0	0.457	0.800	0	0.886
CBL	SH3KBP1	9606.ENSP00000264033	9606.ENSP00000380921	0	0.608	0.800	0	0.918
CCDC74B	PSMD6	9606.ENSP00000308873	9606.ENSP00000418695	0	0.671	0	0	0.671
CCKBR	GNAI2	9606.ENSP00000435534	9606.ENSP00000312999	0	0.422	0	0	0.422
CCKBR	PRKAA1	9606.ENSP00000435534	9606.ENSP00000346148	0	0.655	0	0	0.655
CCL1	CXCR6	9606.ENSP00000225842	9606.ENSP00000395704	0	0	0.650	0	0.650
CCL1	CXCL11	9606.ENSP00000225842	9606.ENSP00000306884	0	0.734	0	0	0.734
CCL1	CCR6	9606.ENSP00000225842	9606.ENSP00000343952	0	0	0.650	0	0.650
CCL1	CCR1	9606.ENSP00000225842	9606.ENSP00000296140	0	0.287	0.650	0	0.739
CCL17	CXCR6	9606.ENSP00000219244	9606.ENSP00000395704	0	0	0.650	0	0.650
CCL17	CXCL17	9606.ENSP00000219244	9606.ENSP00000472467	0	0.734	0	0	0.734
CCL17	CCR1	9606.ENSP00000219244	9606.ENSP00000296140	0	0	0.650	0	0.650
CCL17	CCR6	9606.ENSP00000219244	9606.ENSP00000343952	0	0	0.650	0	0.650
CCL17	CCL5	9606.ENSP00000219244	9606.ENSP00000474412	0	0.734	0.900	0	0.972
CCL5	CCR1	9606.ENSP00000474412	9606.ENSP00000296140	0	0.483	0.650	0	0.811
CCL5	CXCL11	9606.ENSP00000474412	9606.ENSP00000306884	0	0.734	0	0	0.734
CCL5	CCR6	9606.ENSP00000474412	9606.ENSP00000343952	0	0	0.650	0	0.650
CCL5	CXCR6	9606.ENSP00000474412	9606.ENSP00000395704	0	0	0.650	0	0.650
CCL5	CXCL17	9606.ENSP00000474412	9606.ENSP00000472467	0	0.734	0	0	0.734
CCL7	CCR1	9606.ENSP00000367832	9606.ENSP00000296140	0	0.457	0.650	0	0.801
CCL7	CCR6	9606.ENSP00000367832	9606.ENSP00000343952	0	0	0.650	0	0.650
CCL7	CXCR6	9606.ENSP00000367832	9606.ENSP00000395704	0	0	0.650	0	0.650
CCR1	CX3CL1	9606.ENSP00000296140	9606.ENSP00000006053	0	0	0.650	0	0.650
CCR1	CXCL13	9606.ENSP00000296140	9606.ENSP00000286758	0	0	0.650	0	0.650
CCR1	GNG2	9606.ENSP00000296140	9606.ENSP00000334448	0	0.800	0	0	0.800
CCR1	CXCL11	9606.ENSP00000296140	9606.ENSP00000306884	0	0	0.650	0	0.650
CCR6	CX3CL1	9606.ENSP00000343952	9606.ENSP00000006053	0	0	0.650	0	0.650
CCR6	CXCL13	9606.ENSP00000343952	9606.ENSP00000286758	0	0	0.650	0	0.650
CCR6	CXCL11	9606.ENSP00000343952	9606.ENSP00000306884	0	0	0.650	0	0.650
CCR6	DEFB103A	9606.ENSP00000343952	9606.ENSP00000320951	0	0	0.500	0	0.499
CCR6	GNG2	9606.ENSP00000343952	9606.ENSP00000334448	0	0.800	0	0	0.800
CCT8L2	URI1	9606.ENSP00000353048	9606.ENSP00000376097	0	0	0.540	0	0.540
CCT8L2	ERMARD	9606.ENSP00000353048	9606.ENSP00000355735	0	0.376	0.362	0	0.584
CD14	IRF7	9606.ENSP00000385519	9606.ENSP00000380697	0	0	0.500	0	0.499
CD14	ITGB2	9606.ENSP00000385519	9606.ENSP00000380948	0	0	0.500	0	0.499
CD14	ITGAM	9606.ENSP00000385519	9606.ENSP00000496959	0	0	0.500	0	0.499
CD160	HLA-F	9606.ENSP00000358294	9606.ENSP00000259951	0	0	0.500	0	0.499
CD160	MDM4	9606.ENSP00000358294	9606.ENSP00000356150	0	0.471	0	0	0.471
CD19	CD82	9606.ENSP00000313419	9606.ENSP00000227155	0	0.544	0	0	0.544
CD19	CD9	9606.ENSP00000313419	9606.ENSP00000371958	0	0.457	0	0	0.457
CD19	PIK3AP1	9606.ENSP00000313419	9606.ENSP00000339826	0	0	0.800	0	0.800
CD19	CR2	9606.ENSP00000313419	9606.ENSP00000356024	0	0.457	0.500	0	0.716
CD19	IFITM1	9606.ENSP00000313419	9606.ENSP00000330825	0	0.292	0.800	0	0.852
CD247	CD4	9606.ENSP00000354782	9606.ENSP00000011653	0	0	0.900	0	0.900
CD247	HLA-F	9606.ENSP00000354782	9606.ENSP00000259951	0	0	0.500	0	0.499
CD247	PIK3CA	9606.ENSP00000354782	9606.ENSP00000263967	0	0	0.500	0	0.499
CD247	ZAP70	9606.ENSP00000354782	9606.ENSP00000264972	0	0.962	0.900	0	0.996
CD247	NCR1	9606.ENSP00000354782	9606.ENSP00000291890	0	0.292	0.900	0	0.926
CD247	CD3D	9606.ENSP00000354782	9606.ENSP00000300692	0	0.900	0.900	0	0.989
CD247	CD8B	9606.ENSP00000354782	9606.ENSP00000331172	0	0	0.900	0	0.900
CD247	HLA-DQA1	9606.ENSP00000354782	9606.ENSP00000339398	0	0	0.500	0	0.499
CD247	HLA-DRB1	9606.ENSP00000354782	9606.ENSP00000353099	0	0	0.500	0	0.499
CD247	HLA-DQB1	9606.ENSP00000354782	9606.ENSP00000364080	0	0	0.500	0	0.499
CD247	HLA-DPB1	9606.ENSP00000354782	9606.ENSP00000408146	0	0	0.500	0	0.499
CD247	VAV3	9606.ENSP00000354782	9606.ENSP00000359073	0	0	0.500	0	0.499
CD247	HLA-DPA1	9606.ENSP00000354782	9606.ENSP00000393566	0	0	0.500	0	0.499
CD247	ITK	9606.ENSP00000354782	9606.ENSP00000398655	0	0.050	0.500	0	0.504
CD247	HLA-DRB5	9606.ENSP00000354782	9606.ENSP00000364114	0	0	0.500	0	0.499
CD247	HLA-DRA	9606.ENSP00000354782	9606.ENSP00000378786	0	0	0.500	0	0.499
CD247	LCK	9606.ENSP00000354782	9606.ENSP00000477713	0	0.462	0.500	0	0.719
CD247	CD8A	9606.ENSP00000354782	9606.ENSP00000386559	0	0	0.900	0	0.900
CD247	SYK	9606.ENSP00000354782	9606.ENSP00000364898	0	0.102	0.900	0	0.906
CD247	FCGR3B	9606.ENSP00000354782	9606.ENSP00000433642	0	0	0.900	0	0.900
CD247	CD3G	9606.ENSP00000354782	9606.ENSP00000431445	0	0.900	0.900	0	0.989
CD28	PIK3CA	9606.ENSP00000324890	9606.ENSP00000263967	0	0.292	0.400	0	0.557
CD28	LCK	9606.ENSP00000324890	9606.ENSP00000477713	0	0	0.400	0	0.400
CD28	CD86	9606.ENSP00000324890	9606.ENSP00000332049	0	0.549	0.900	0	0.952
CD3D	CFTR	9606.ENSP00000300692	9606.ENSP00000003084	0	0	0.400	0	0.400
CD3D	CD4	9606.ENSP00000300692	9606.ENSP00000011653	0	0	0.900	0	0.900
CD3D	HLA-F	9606.ENSP00000300692	9606.ENSP00000259951	0	0	0.500	0	0.499
CD3D	ZAP70	9606.ENSP00000300692	9606.ENSP00000264972	0	0.621	0.900	0	0.960
CD3D	IL7R	9606.ENSP00000300692	9606.ENSP00000306157	0	0	0.400	0	0.400
CD3D	TF	9606.ENSP00000300692	9606.ENSP00000385834	0	0	0.400	0	0.400
CD3D	IGF2R	9606.ENSP00000300692	9606.ENSP00000349437	0	0	0.400	0	0.400
CD3D	HLA-DQB1	9606.ENSP00000300692	9606.ENSP00000364080	0	0	0.500	0	0.499
CD3D	HLA-DRB1	9606.ENSP00000300692	9606.ENSP00000353099	0	0	0.500	0	0.499
CD3D	ITK	9606.ENSP00000300692	9606.ENSP00000398655	0	0	0.500	0	0.499
CD3D	HLA-DPB1	9606.ENSP00000300692	9606.ENSP00000408146	0	0	0.500	0	0.499
CD3D	HLA-DPA1	9606.ENSP00000300692	9606.ENSP00000393566	0	0	0.500	0	0.499
CD3D	HLA-DRB5	9606.ENSP00000300692	9606.ENSP00000364114	0	0	0.500	0	0.499
CD3D	HLA-DQA1	9606.ENSP00000300692	9606.ENSP00000339398	0	0	0.500	0	0.499
CD3D	HLA-DRA	9606.ENSP00000300692	9606.ENSP00000378786	0	0	0.500	0	0.499
CD3D	LCK	9606.ENSP00000300692	9606.ENSP00000477713	0	0	0.500	0	0.499
CD3D	SYK	9606.ENSP00000300692	9606.ENSP00000364898	0	0	0.900	0	0.900
CD3D	CD8B	9606.ENSP00000300692	9606.ENSP00000331172	0	0	0.900	0	0.900
CD3D	CD8A	9606.ENSP00000300692	9606.ENSP00000386559	0	0.322	0.900	0	0.929
CD3D	CD3G	9606.ENSP00000300692	9606.ENSP00000431445	0	0.900	0.900	0	0.989
CD3G	CFTR	9606.ENSP00000431445	9606.ENSP00000003084	0	0	0.400	0	0.400
CD3G	CD4	9606.ENSP00000431445	9606.ENSP00000011653	0	0	0.900	0	0.900
CD3G	HLA-F	9606.ENSP00000431445	9606.ENSP00000259951	0	0	0.500	0	0.499
CD3G	PIK3CA	9606.ENSP00000431445	9606.ENSP00000263967	0	0	0.500	0	0.499
CD3G	ZAP70	9606.ENSP00000431445	9606.ENSP00000264972	0	0.621	0.900	0	0.960
CD3G	IL7R	9606.ENSP00000431445	9606.ENSP00000306157	0	0	0.400	0	0.400
CD3G	CD8B	9606.ENSP00000431445	9606.ENSP00000331172	0	0	0.900	0	0.900
CD3G	HLA-DQA1	9606.ENSP00000431445	9606.ENSP00000339398	0	0	0.500	0	0.499
CD3G	IGF2R	9606.ENSP00000431445	9606.ENSP00000349437	0	0	0.400	0	0.400
CD3G	HLA-DRB1	9606.ENSP00000431445	9606.ENSP00000353099	0	0	0.500	0	0.499
CD3G	VAV3	9606.ENSP00000431445	9606.ENSP00000359073	0	0	0.500	0	0.499
CD3G	HLA-DQB1	9606.ENSP00000431445	9606.ENSP00000364080	0	0	0.500	0	0.499
CD3G	HLA-DRB5	9606.ENSP00000431445	9606.ENSP00000364114	0	0	0.500	0	0.499
CD3G	SYK	9606.ENSP00000431445	9606.ENSP00000364898	0	0.800	0.900	0	0.979
CD3G	HLA-DRA	9606.ENSP00000431445	9606.ENSP00000378786	0	0	0.500	0	0.499
CD3G	TF	9606.ENSP00000431445	9606.ENSP00000385834	0	0	0.400	0	0.400
CD3G	CD8A	9606.ENSP00000431445	9606.ENSP00000386559	0	0	0.900	0	0.900
CD3G	HLA-DPA1	9606.ENSP00000431445	9606.ENSP00000393566	0	0	0.500	0	0.499
CD3G	ITK	9606.ENSP00000431445	9606.ENSP00000398655	0	0	0.500	0	0.499
CD3G	HLA-DPB1	9606.ENSP00000431445	9606.ENSP00000408146	0	0	0.500	0	0.499
CD3G	LCK	9606.ENSP00000431445	9606.ENSP00000477713	0	0	0.500	0	0.499
CD4	CFTR	9606.ENSP00000011653	9606.ENSP00000003084	0	0	0.400	0	0.400
CD4	TF	9606.ENSP00000011653	9606.ENSP00000385834	0	0	0.400	0	0.400
CD4	IL7R	9606.ENSP00000011653	9606.ENSP00000306157	0	0	0.400	0	0.400
CD4	IGF2R	9606.ENSP00000011653	9606.ENSP00000349437	0	0	0.400	0	0.400
CD4	ITK	9606.ENSP00000011653	9606.ENSP00000398655	0	0	0.500	0	0.499
CD4	HLA-DQB1	9606.ENSP00000011653	9606.ENSP00000364080	0	0	0.500	0	0.499
CD4	CD8A	9606.ENSP00000011653	9606.ENSP00000386559	0	0	0.900	0	0.900
CD4	HLA-DOA	9606.ENSP00000011653	9606.ENSP00000229829	0	0	0.900	0	0.900
CD4	HLA-DRB5	9606.ENSP00000011653	9606.ENSP00000364114	0	0	0.900	0	0.900
CD4	HLA-DMB	9606.ENSP00000011653	9606.ENSP00000398890	0	0	0.900	0	0.900
CD4	HLA-DMA	9606.ENSP00000011653	9606.ENSP00000363976	0	0	0.900	0	0.900
CD4	HLA-DPB1	9606.ENSP00000011653	9606.ENSP00000408146	0	0	0.900	0	0.900
CD4	HLA-DPA1	9606.ENSP00000011653	9606.ENSP00000393566	0	0	0.900	0	0.900
CD4	CD8B	9606.ENSP00000011653	9606.ENSP00000331172	0	0	0.900	0	0.900
CD4	HLA-DQA1	9606.ENSP00000011653	9606.ENSP00000339398	0	0	0.900	0	0.900
CD4	SYK	9606.ENSP00000011653	9606.ENSP00000364898	0	0.292	0.900	0	0.926
CD4	CD5	9606.ENSP00000011653	9606.ENSP00000342681	0	0.909	0	0	0.909
CD4	HLA-DRB1	9606.ENSP00000011653	9606.ENSP00000353099	0	0.900	0.500	0	0.947
CD4	ZAP70	9606.ENSP00000011653	9606.ENSP00000264972	0	0.292	0.900	0	0.926
CD4	HLA-DRA	9606.ENSP00000011653	9606.ENSP00000378786	0	0.900	0.900	0	0.989
CD4	IL16	9606.ENSP00000011653	9606.ENSP00000302935	0	0	0.900	0	0.900
CD4	LCK	9606.ENSP00000011653	9606.ENSP00000477713	0	0.943	0.900	0	0.994
CD44	MMP2	9606.ENSP00000398632	9606.ENSP00000219070	0	0	0.500	0	0.499
CD44	VCAN	9606.ENSP00000398632	9606.ENSP00000265077	0	0.457	0	0	0.457
CD44	LEF1	9606.ENSP00000398632	9606.ENSP00000265165	0	0.422	0	0	0.422
CD44	IQGAP1	9606.ENSP00000398632	9606.ENSP00000268182	0	0.292	0.900	0	0.926
CD44	EZR	9606.ENSP00000398632	9606.ENSP00000338934	0	0.457	0	0	0.457
CD44	MLLT11	9606.ENSP00000398632	9606.ENSP00000357917	0	0.422	0	0	0.422
CD44	CD9	9606.ENSP00000398632	9606.ENSP00000371958	0	0.457	0	0	0.457
CD44	LCK	9606.ENSP00000398632	9606.ENSP00000477713	0	0.457	0	0	0.457
CD47	SIRPG	9606.ENSP00000355361	9606.ENSP00000305529	0	0.351	0.900	0	0.932
CD47	PTPN6	9606.ENSP00000355361	9606.ENSP00000391592	0	0	0.500	0	0.499
CD5	LCK	9606.ENSP00000342681	9606.ENSP00000477713	0	0.457	0	0	0.457
CD72	PTPN6	9606.ENSP00000259633	9606.ENSP00000391592	0	0.457	0.900	0	0.943
CD79A	SH3KBP1	9606.ENSP00000221972	9606.ENSP00000380921	0	0	0.400	0	0.400
CD79A	PTPN6	9606.ENSP00000221972	9606.ENSP00000391592	0	0	0.500	0	0.499
CD79A	SYK	9606.ENSP00000221972	9606.ENSP00000364898	0	0.292	0.400	0	0.557
CD79A	CD79B	9606.ENSP00000221972	9606.ENSP00000376544	0	0.857	0.800	0	0.970
CD79B	SYK	9606.ENSP00000376544	9606.ENSP00000364898	0	0.292	0.400	0	0.557
CD79B	SH3KBP1	9606.ENSP00000376544	9606.ENSP00000380921	0	0	0.400	0	0.400
CD79B	PTPN6	9606.ENSP00000376544	9606.ENSP00000391592	0	0	0.500	0	0.499
CD86	PIK3CA	9606.ENSP00000332049	9606.ENSP00000263967	0	0	0.400	0	0.400
CD86	LCK	9606.ENSP00000332049	9606.ENSP00000477713	0	0	0.400	0	0.400
CD8A	HLA-F	9606.ENSP00000386559	9606.ENSP00000259951	0	0	0.900	0	0.900
CD8A	ZAP70	9606.ENSP00000386559	9606.ENSP00000264972	0	0	0.900	0	0.900
CD8A	NPTX1	9606.ENSP00000386559	9606.ENSP00000307549	0	0.466	0	0	0.465
CD8A	CD8B	9606.ENSP00000386559	9606.ENSP00000331172	0	0.490	0.900	0	0.946
CD8A	SYK	9606.ENSP00000386559	9606.ENSP00000364898	0	0	0.900	0	0.900
CD8A	LCK	9606.ENSP00000386559	9606.ENSP00000477713	0	0.900	0.900	0	0.989
CD8B	HLA-F	9606.ENSP00000331172	9606.ENSP00000259951	0	0	0.500	0	0.499
CD8B	ZAP70	9606.ENSP00000331172	9606.ENSP00000264972	0	0	0.900	0	0.900
CD8B	SYK	9606.ENSP00000331172	9606.ENSP00000364898	0	0	0.900	0	0.900
CDH2	CDH8	9606.ENSP00000269141	9606.ENSP00000462701	0	0	0.540	0	0.540
CDH2	CDH4	9606.ENSP00000269141	9606.ENSP00000484928	0	0.471	0.540	0	0.746
CDH2	CTNNA2	9606.ENSP00000269141	9606.ENSP00000384638	0	0	0.540	0	0.540
CDH4	CTNNA2	9606.ENSP00000484928	9606.ENSP00000384638	0	0	0.540	0	0.540
CDH4	CDH8	9606.ENSP00000484928	9606.ENSP00000462701	0	0	0.540	0	0.540
CDH8	CTNNA2	9606.ENSP00000462701	9606.ENSP00000384638	0	0.534	0.540	0	0.776
CDKN2A	MDM2	9606.ENSP00000418915	9606.ENSP00000258149	0	0.470	0.900	0	0.944
CDKN2A	HUWE1	9606.ENSP00000418915	9606.ENSP00000340648	0	0.457	0	0	0.457
CDKN2A	MDM4	9606.ENSP00000418915	9606.ENSP00000356150	0	0.423	0.700	0	0.819
CDKN2A	TRIP12	9606.ENSP00000418915	9606.ENSP00000373696	0	0.457	0	0	0.457
CDKN2A	HIF1A	9606.ENSP00000418915	9606.ENSP00000437955	0	0.426	0	0	0.426
CDR2	SSX3	9606.ENSP00000268383	9606.ENSP00000298396	0	0.451	0	0	0.451
CDR2	IGSF3	9606.ENSP00000268383	9606.ENSP00000358495	0	0.502	0	0	0.502
CEP68	LPXN	9606.ENSP00000367229	9606.ENSP00000431284	0	0.422	0	0	0.422
CFAP45	FAM166C	9606.ENSP00000357079	9606.ENSP00000332875	0	0.800	0	0	0.800
CFAP45	SPACA9	9606.ENSP00000357079	9606.ENSP00000361209	0	0.800	0	0	0.800
CFAP45	TEKT3	9606.ENSP00000357079	9606.ENSP00000379263	0	0.800	0	0	0.800
CFAP45	EFHC1	9606.ENSP00000357079	9606.ENSP00000360107	0	0.837	0	0	0.837
CFC1	TDGF1	9606.ENSP00000259216	9606.ENSP00000296145	0	0	0.400	0	0.400
CFP	NCR1	9606.ENSP00000247153	9606.ENSP00000291890	0	0.405	0	0	0.404
CFTR	IGF2R	9606.ENSP00000003084	9606.ENSP00000349437	0	0	0.400	0	0.400
CFTR	IL7R	9606.ENSP00000003084	9606.ENSP00000306157	0	0	0.400	0	0.400
CFTR	TF	9606.ENSP00000003084	9606.ENSP00000385834	0	0.057	0.400	0	0.410
CFTR	PRKAA1	9606.ENSP00000003084	9606.ENSP00000346148	0	0.457	0	0	0.457
CFTR	EZR	9606.ENSP00000003084	9606.ENSP00000338934	0	0.457	0	0	0.457
CFTR	SLC9A3R1	9606.ENSP00000003084	9606.ENSP00000262613	0	0.549	0.900	0	0.952
CHD1L	H2BC12	9606.ENSP00000358262	9606.ENSP00000349430	0	0.926	0	0	0.926
CHD1L	RAD23B	9606.ENSP00000358262	9606.ENSP00000350708	0	0	0.500	0	0.499
CHD1L	H2AC6	9606.ENSP00000358262	9606.ENSP00000367022	0	0.900	0	0	0.900
CHML	RAB26	9606.ENSP00000355511	9606.ENSP00000210187	0	0.460	0.500	0	0.718
CHML	RAB2A	9606.ENSP00000355511	9606.ENSP00000262646	0	0.100	0.500	0	0.530
CHML	RAB18	9606.ENSP00000355511	9606.ENSP00000478479	0	0	0.500	0	0.499
CHML	RAB3B	9606.ENSP00000355511	9606.ENSP00000360718	0	0.095	0.500	0	0.528
CHML	RAB29	9606.ENSP00000355511	9606.ENSP00000356107	0	0.302	0.500	0	0.636
CHML	RAB5C	9606.ENSP00000355511	9606.ENSP00000447053	0	0.564	0.500	0	0.772
CHMP2A	CHMP4B	9606.ENSP00000469240	9606.ENSP00000217402	0	0.702	0.900	0	0.968
CHMP2A	VPS37A	9606.ENSP00000469240	9606.ENSP00000318629	0	0	0.900	0	0.900
CHMP4B	MVP	9606.ENSP00000217402	9606.ENSP00000378760	0	0.457	0	0	0.457
CHMP4B	VPS37A	9606.ENSP00000217402	9606.ENSP00000318629	0	0	0.900	0	0.900
CHN1	CHN2	9606.ENSP00000386741	9606.ENSP00000222792	0	0.518	0	0	0.518
CHRM2	LPAR6	9606.ENSP00000399745	9606.ENSP00000367691	0	0	0.900	0	0.900
CHRM2	ITSN1	9606.ENSP00000399745	9606.ENSP00000370719	0	0	0.500	0	0.499
CHRM2	REPS1	9606.ENSP00000399745	9606.ENSP00000392065	0	0	0.500	0	0.499
CHRNA1	CHRND	9606.ENSP00000261007	9606.ENSP00000258385	0	0.574	0.540	0	0.795
CHRNA1	CHRNA2	9606.ENSP00000261007	9606.ENSP00000385026	0	0.197	0.540	0	0.614
CHRNA1	CHRNA9	9606.ENSP00000261007	9606.ENSP00000312663	0	0.186	0.540	0	0.609
CHRNA2	CHRND	9606.ENSP00000385026	9606.ENSP00000258385	0	0	0.720	0	0.720
CHRNA2	CHRNA9	9606.ENSP00000385026	9606.ENSP00000312663	0	0	0.900	0	0.900
CHRNA9	CHRND	9606.ENSP00000312663	9606.ENSP00000258385	0	0	0.720	0	0.720
CHST15	PIN4	9606.ENSP00000333947	9606.ENSP00000499466	0	0.481	0	0	0.481
CHTOP	LUZP4	9606.ENSP00000357679	9606.ENSP00000360988	0	0.292	0.500	0	0.630
CIITA	XPO1	9606.ENSP00000485010	9606.ENSP00000384863	0	0.457	0	0	0.457
CKAP4	RND2	9606.ENSP00000367265	9606.ENSP00000466680	0	0.125	0.500	0	0.543
CLBA1	ENTHD1	9606.ENSP00000450114	9606.ENSP00000317431	0	0	0.540	0	0.540
CLBA1	KCNQ5	9606.ENSP00000450114	9606.ENSP00000345055	0	0	0.540	0	0.540
CLBA1	SYNJ1	9606.ENSP00000450114	9606.ENSP00000409667	0	0	0.540	0	0.540
CLEC2B	KLRF1	9606.ENSP00000228438	9606.ENSP00000483713	0	0	0.700	0	0.700
CLEC2D	KLRB1	9606.ENSP00000261340	9606.ENSP00000229402	0	0.875	0.700	0	0.960
CLEC2D	KLRC1	9606.ENSP00000261340	9606.ENSP00000438038	0	0.488	0	0	0.487
CLIC5	WHRN	9606.ENSP00000185206	9606.ENSP00000354623	0	0	0.500	0	0.499
CLIC5	MYO15A	9606.ENSP00000185206	9606.ENSP00000495481	0	0	0.500	0	0.499
CLIC5	EPS8	9606.ENSP00000185206	9606.ENSP00000494689	0	0	0.500	0	0.499
CLIC5	SPTBN1	9606.ENSP00000185206	9606.ENSP00000349259	0	0	0.500	0	0.499
CLIC5	EZR	9606.ENSP00000185206	9606.ENSP00000338934	0	0.292	0.800	0	0.852
CLIP4	JAKMIP2	9606.ENSP00000327009	9606.ENSP00000479248	0	0.595	0	0	0.595
CLMN	SYNE2	9606.ENSP00000298912	9606.ENSP00000350719	0	0	0.540	0	0.540
CLNS1A	SNRPE	9606.ENSP00000433919	9606.ENSP00000400591	0	0.621	0.900	0	0.960
CLOCK	RORC	9606.ENSP00000426983	9606.ENSP00000327025	0	0.497	0	0	0.497
CNIH3	CTSZ	9606.ENSP00000272133	9606.ENSP00000217131	0	0	0.500	0	0.499
CNIH3	SEC24D	9606.ENSP00000272133	9606.ENSP00000280551	0	0	0.500	0	0.499
CNIH3	TGFA	9606.ENSP00000272133	9606.ENSP00000404131	0	0	0.500	0	0.499
CNIH3	GRIK3	9606.ENSP00000272133	9606.ENSP00000362183	0	0	0.540	0	0.540
CNIH3	GRID2	9606.ENSP00000272133	9606.ENSP00000282020	0	0	0.540	0	0.540
CNIH3	GRIK4	9606.ENSP00000272133	9606.ENSP00000435648	0	0	0.540	0	0.540
CNIH3	GRIN2A	9606.ENSP00000272133	9606.ENSP00000332549	0	0	0.720	0	0.720
